Financial Year,Gender of the Adult,Age band of the Adult,Disability Status of the Adult (dis),"Employment Status of the Adult (high level breakdowns) (emp, ftpt)",Government office region of the Household in the United Kingdom,"Adult total, net Income received from all sources, in bands, in latest prices (weekly, CPI adjusted real terms) (colpall, cpi, dividend, inc, netinc, real, sc)",Count
2022-23,,,,,,£500 or more,2191
2022-23,,,,,Yorkshire and The Humber (E12000003),Less than £50,728
2022-23,,,,,,£50 - £99.99,..
2022-23,,,,,,£100 - £149.99,..
2022-23,,,,,,£150 - £199.99,1560
2022-23,,,,,,£200 - £249.99,..
2022-23,,,,,,£250 - £299.99,..
2022-23,,,,,,£300 - £399.99,726
2022-23,,,,,,£400 - £499.99,688
2022-23,,,,,,£500 or more,779
2022-23,,,,,East Midlands (E12000004),Less than £50,..
2022-23,,,,,,£50 - £99.99,..
2022-23,,,,,,£100 - £149.99,..
2022-23,,,,,,£150 - £199.99,2016
2022-23,,,,,,£200 - £249.99,1324
2022-23,,,,,,£250 - £299.99,..
2022-23,,,,,,£300 - £399.99,..
2022-23,,,,,,£400 - £499.99,..
2022-23,,,,,,£500 or more,..
2022-23,,,,,West Midlands (E12000005),Less than £50,..
2022-23,,,,,,£50 - £99.99,..
2022-23,,,,,,£100 - £149.99,2865
2022-23,,,,,,£150 - £199.99,775
2022-23,,,,,,£200 - £249.99,..
2022-23,,,,,,£250 - £299.99,1620
2022-23,,,,,,£300 - £399.99,2066
2022-23,,,,,,£400 - £499.99,757
2022-23,,,,,,£500 or more,1637
2022-23,,,,,East (E12000006),Less than £50,951
2022-23,,,,,,£50 - £99.99,..
2022-23,,,,,,£100 - £149.99,..
2022-23,,,,,,£150 - £199.99,..
2022-23,,,,,,£200 - £249.99,..
2022-23,,,,,,£250 - £299.99,..
2022-23,,,,,,£300 - £399.99,1113
2022-23,,,,,,£400 - £499.99,2334
2022-23,,,,,,£500 or more,881
2022-23,,,,,London (E12000007),Less than £50,..
2022-23,,,,,,£50 - £99.99,..
2022-23,,,,,,£100 - £149.99,..
2022-23,,,,,,£150 - £199.99,1217
2022-23,,,,,,£200 - £249.99,..
2022-23,,,,,,£250 - £299.99,1471
2022-23,,,,,,£300 - £399.99,..
2022-23,,,,,,£400 - £499.99,..
2022-23,,,,,,£500 or more,5970
2022-23,,,,,South East (E12000008),Less than £50,..
2022-23,,,,,,£50 - £99.99,..
2022-23,,,,,,£100 - £149.99,..
2022-23,,,,,,£150 - £199.99,1624
2022-23,,,,,,£200 - £249.99,812
2022-23,,,,,,£250 - £299.99,3718
2022-23,,,,,,£300 - £399.99,3388
2022-23,,,,,,£400 - £499.99,2309
2022-23,,,,,,£500 or more,8905
2022-23,,,,,South West (E12000009),Less than £50,3510
2022-23,,,,,,£50 - £99.99,..
2022-23,,,,,,£100 - £149.99,730
2022-23,,,,,,£150 - £199.99,3525
2022-23,,,,,,£200 - £249.99,1693
2022-23,,,,,,£250 - £299.99,730
2022-23,,,,,,£300 - £399.99,1421
2022-23,,,,,,£400 - £499.99,2604
2022-23,,,,,,£500 or more,6047
2022-23,,,,,Wales (W92000004),Less than £50,..
2022-23,,,,,,£50 - £99.99,..
2022-23,,,,,,£100 - £149.99,748
2022-23,,,,,,£150 - £199.99,..
2022-23,,,,,,£200 - £249.99,631
2022-23,,,,,,£250 - £299.99,643
2022-23,,,,,,£300 - £399.99,..
2022-23,,,,,,£400 - £499.99,1310
2022-23,,,,,,£500 or more,2570
2022-23,,,,,Scotland (S92000003),Less than £50,..
2022-23,,,,,,£50 - £99.99,..
2022-23,,,,,,£100 - £149.99,901
2022-23,,,,,,£150 - £199.99,890
2022-23,,,,,,£200 - £249.99,..
2022-23,,,,,,£250 - £299.99,870
2022-23,,,,,,£300 - £399.99,796
2022-23,,,,,,£400 - £499.99,..
2022-23,,,,,,£500 or more,..
2022-23,,,,,Northern Ireland (N92000002),Less than £50,..
2022-23,,,,,,£50 - £99.99,..
2022-23,,,,,,£100 - £149.99,275
2022-23,,,,,,£150 - £199.99,..
2022-23,,,,,,£200 - £249.99,..
2022-23,,,,,,£250 - £299.99,..
2022-23,,,,,,£300 - £399.99,550
2022-23,,,,,,£400 - £499.99,..
2022-23,,,,,,£500 or more,550
2022-23,,,,Unemployed,North East (E12000001),Less than £50,603
2022-23,,,,,,£50 - £99.99,1383
2022-23,,,,,,£100 - £149.99,..
2022-23,,,,,,£150 - £199.99,..
2022-23,,,,,,£200 - £249.99,..
2022-23,,,,,,£250 - £299.99,..
2022-23,,,,,,£300 - £399.99,..
2022-23,,,,,,£400 - £499.99,..
2022-23,,,,,,£500 or more,..
2022-23,,,,,North West (E12000002),Less than £50,..
2022-23,,,,,,£50 - £99.99,..
2022-23,,,,,,£100 - £149.99,..
2022-23,,,,,,£150 - £199.99,..
2022-23,,,,,,£200 - £249.99,..
2022-23,,,,,,£250 - £299.99,..
2022-23,,,,,,£300 - £399.99,..
2022-23,,,,,,£400 - £499.99,..
2022-23,,,,,,£500 or more,..
2022-23,,,,,Yorkshire and The Humber (E12000003),Less than £50,..
2022-23,,,,,,£50 - £99.99,..
2022-23,,,,,,£100 - £149.99,..
2022-23,,,,,,£150 - £199.99,..
2022-23,,,,,,£200 - £249.99,..
2022-23,,,,,,£250 - £299.99,..
2022-23,,,,,,£300 - £399.99,..
2022-23,,,,,,£400 - £499.99,..
2022-23,,,,,,£500 or more,..
2022-23,,,,,East Midlands (E12000004),Less than £50,..
2022-23,,,,,,£50 - £99.99,..
2022-23,,,,,,£100 - £149.99,..
2022-23,,,,,,£150 - £199.99,974
2022-23,,,,,,£200 - £249.99,..
2022-23,,,,,,£250 - £299.99,..
2022-23,,,,,,£300 - £399.99,..
2022-23,,,,,,£400 - £499.99,..
2022-23,,,,,,£500 or more,..
2022-23,,,,,West Midlands (E12000005),Less than £50,..
2022-23,,,,,,£50 - £99.99,..
2022-23,,,,,,£100 - £149.99,..
2022-23,,,,,,£150 - £199.99,..
2022-23,,,,,,£200 - £249.99,..
2022-23,,,,,,£250 - £299.99,..
2022-23,,,,,,£300 - £399.99,..
2022-23,,,,,,£400 - £499.99,..
2022-23,,,,,,£500 or more,..
2022-23,,,,,East (E12000006),Less than £50,..
2022-23,,,,,,£50 - £99.99,..
2022-23,,,,,,£100 - £149.99,..
2022-23,,,,,,£150 - £199.99,..
2022-23,,,,,,£200 - £249.99,..
2022-23,,,,,,£250 - £299.99,..
2022-23,,,,,,£300 - £399.99,..
2022-23,,,,,,£400 - £499.99,..
2022-23,,,,,,£500 or more,..
2022-23,,,,,London (E12000007),Less than £50,..
2022-23,,,,,,£50 - £99.99,..
2022-23,,,,,,£100 - £149.99,..
2022-23,,,,,,£150 - £199.99,..
2022-23,,,,,,£200 - £249.99,..
2022-23,,,,,,£250 - £299.99,..
2022-23,,,,,,£300 - £399.99,..
2022-23,,,,,,£400 - £499.99,..
2022-23,,,,,,£500 or more,..
2022-23,,,,,South East (E12000008),Less than £50,888
2022-23,,,,,,£50 - £99.99,..
2022-23,,,,,,£100 - £149.99,..
2022-23,,,,,,£150 - £199.99,..
2022-23,,,,,,£200 - £249.99,..
2022-23,,,,,,£250 - £299.99,..
2022-23,,,,,,£300 - £399.99,..
2022-23,,,,,,£400 - £499.99,..
2022-23,,,,,,£500 or more,..
2022-23,,,,,South West (E12000009),Less than £50,..
2022-23,,,,,,£50 - £99.99,..
2022-23,,,,,,£100 - £149.99,..
2022-23,,,,,,£150 - £199.99,858
2022-23,,,,,,£200 - £249.99,..
2022-23,,,,,,£250 - £299.99,..
2022-23,,,,,,£300 - £399.99,..
2022-23,,,,,,£400 - £499.99,..
2022-23,,,,,,£500 or more,..
2022-23,,,,,Wales (W92000004),Less than £50,..
2022-23,,,,,,£50 - £99.99,..
2022-23,,,,,,£100 - £149.99,..
2022-23,,,,,,£150 - £199.99,..
2022-23,,,,,,£200 - £249.99,..
2022-23,,,,,,£250 - £299.99,..
2022-23,,,,,,£300 - £399.99,..
2022-23,,,,,,£400 - £499.99,..
2022-23,,,,,,£500 or more,..
2022-23,,,,,Scotland (S92000003),Less than £50,..
2022-23,,,,,,£50 - £99.99,..
2022-23,,,,,,£100 - £149.99,..
2022-23,,,,,,£150 - £199.99,..
2022-23,,,,,,£200 - £249.99,..
2022-23,,,,,,£250 - £299.99,..
2022-23,,,,,,£300 - £399.99,..
2022-23,,,,,,£400 - £499.99,..
2022-23,,,,,,£500 or more,..
2022-23,,,,,Northern Ireland (N92000002),Less than £50,..
2022-23,,,,,,£50 - £99.99,..
2022-23,,,,,,£100 - £149.99,..
2022-23,,,,,,£150 - £199.99,..
2022-23,,,,,,£200 - £249.99,..
2022-23,,,,,,£250 - £299.99,..
2022-23,,,,,,£300 - £399.99,..
2022-23,,,,,,£400 - £499.99,275
2022-23,,,,,,£500 or more,..
2022-23,,,,Retired,North East (E12000001),Less than £50,2615
2022-23,,,,,,£50 - £99.99,2063
2022-23,,,,,,£100 - £149.99,3430
2022-23,,,,,,£150 - £199.99,14566
2022-23,,,,,,£200 - £249.99,9510
2022-23,,,,,,£250 - £299.99,6521
2022-23,,,,,,£300 - £399.99,11356
2022-23,,,,,,£400 - £499.99,2620
2022-23,,,,,,£500 or more,3824
2022-23,,,,,North West (E12000002),Less than £50,4807
2022-23,,,,,,£50 - £99.99,6854
2022-23,,,,,,£100 - £149.99,13588
2022-23,,,,,,£150 - £199.99,51628
2022-23,,,,,,£200 - £249.99,25164
2022-23,,,,,,£250 - £299.99,23402
2022-23,,,,,,£300 - £399.99,34645
2022-23,,,,,,£400 - £499.99,11133
2022-23,,,,,,£500 or more,15982
2022-23,,,,,Yorkshire and The Humber (E12000003),Less than £50,5536
2022-23,,,,,,£50 - £99.99,5953
2022-23,,,,,,£100 - £149.99,18546
2022-23,,,,,,£150 - £199.99,30316
2022-23,,,,,,£200 - £249.99,22232
2022-23,,,,,,£250 - £299.99,14142
2022-23,,,,,,£300 - £399.99,20370
2022-23,,,,,,£400 - £499.99,9425
2022-23,,,,,,£500 or more,7405
2022-23,,,,,East Midlands (E12000004),Less than £50,5385
2022-23,,,,,,£50 - £99.99,3429
2022-23,,,,,,£100 - £149.99,11431
2022-23,,,,,,£150 - £199.99,27902
2022-23,,,,,,£200 - £249.99,22419
2022-23,,,,,,£250 - £299.99,12751
2022-23,,,,,,£300 - £399.99,18042
2022-23,,,,,,£400 - £499.99,10043
2022-23,,,,,,£500 or more,10107
2022-23,,,,,West Midlands (E12000005),Less than £50,1934
2022-23,,,,,,£50 - £99.99,6351
2022-23,,,,,,£100 - £149.99,10280
2022-23,,,,,,£150 - £199.99,28224
2022-23,,,,,,£200 - £249.99,20911
2022-23,,,,,,£250 - £299.99,14114
2022-23,,,,,,£300 - £399.99,19300
2022-23,,,,,,£400 - £499.99,8649
2022-23,,,,,,£500 or more,8283
2022-23,,,,,East (E12000006),Less than £50,6397
2022-23,,,,,,£50 - £99.99,8999
2022-23,,,,,,£100 - £149.99,14433
2022-23,,,,,,£150 - £199.99,29649
2022-23,,,,,,£200 - £249.99,27765
2022-23,,,,,,£250 - £299.99,18418
2022-23,,,,,,£300 - £399.99,23711
2022-23,,,,,,£400 - £499.99,14622
2022-23,,,,,,£500 or more,12634
2022-23,,,,,London (E12000007),Less than £50,1811
2022-23,,,,,,£50 - £99.99,2589
2022-23,,,,,,£100 - £149.99,11752
2022-23,,,,,,£150 - £199.99,25539
2022-23,,,,,,£200 - £249.99,19255
2022-23,,,,,,£250 - £299.99,12398
2022-23,,,,,,£300 - £399.99,33025
2022-23,,,,,,£400 - £499.99,20716
2022-23,,,,,,£500 or more,17296
2022-23,,,,,South East (E12000008),Less than £50,6759
2022-23,,,,,,£50 - £99.99,7548
2022-23,,,,,,£100 - £149.99,20937
2022-23,,,,,,£150 - £199.99,45826
2022-23,,,,,,£200 - £249.99,39845
2022-23,,,,,,£250 - £299.99,30697
2022-23,,,,,,£300 - £399.99,43348
2022-23,,,,,,£400 - £499.99,16282
2022-23,,,,,,£500 or more,26231
2022-23,,,,,South West (E12000009),Less than £50,5108
2022-23,,,,,,£50 - £99.99,6418
2022-23,,,,,,£100 - £149.99,9150
2022-23,,,,,,£150 - £199.99,27626
2022-23,,,,,,£200 - £249.99,27544
2022-23,,,,,,£250 - £299.99,23600
2022-23,,,,,,£300 - £399.99,28441
2022-23,,,,,,£400 - £499.99,20497
2022-23,,,,,,£500 or more,15350
2022-23,,,,,Wales (W92000004),Less than £50,2200
2022-23,,,,,,£50 - £99.99,1303
2022-23,,,,,,£100 - £149.99,6481
2022-23,,,,,,£150 - £199.99,21857
2022-23,,,,,,£200 - £249.99,14943
2022-23,,,,,,£250 - £299.99,14433
2022-23,,,,,,£300 - £399.99,20535
2022-23,,,,,,£400 - £499.99,5105
2022-23,,,,,,£500 or more,7642
2022-23,,,,,Scotland (S92000003),Less than £50,1694
2022-23,,,,,,£50 - £99.99,7624
2022-23,,,,,,£100 - £149.99,18264
2022-23,,,,,,£150 - £199.99,32237
2022-23,,,,,,£200 - £249.99,25908
2022-23,,,,,,£250 - £299.99,14362
2022-23,,,,,,£300 - £399.99,25010
2022-23,,,,,,£400 - £499.99,18635
2022-23,,,,,,£500 or more,13110
2022-23,,,,,Northern Ireland (N92000002),Less than £50,2191
2022-23,,,,,,£50 - £99.99,699
2022-23,,,,,,£100 - £149.99,3881
2022-23,,,,,,£150 - £199.99,10720
2022-23,,,,,,£200 - £249.99,4087
2022-23,,,,,,£250 - £299.99,5256
2022-23,,,,,,£300 - £399.99,2048
2022-23,,,,,,£400 - £499.99,1441
2022-23,,,,,,£500 or more,4634
2022-23,,,,Other economically inactive (oei),North East (E12000001),Less than £50,..
2022-23,,,,,,£50 - £99.99,..
2022-23,,,,,,£100 - £149.99,..
2022-23,,,,,,£150 - £199.99,2373
2022-23,,,,,,£200 - £249.99,..
2022-23,,,,,,£250 - £299.99,..
2022-23,,,,,,£300 - £399.99,706
2022-23,,,,,,£400 - £499.99,..
2022-23,,,,,,£500 or more,..
2022-23,,,,,North West (E12000002),Less than £50,..
2022-23,,,,,,£50 - £99.99,1445
2022-23,,,,,,£100 - £149.99,733
2022-23,,,,,,£150 - £199.99,2616
2022-23,,,,,,£200 - £249.99,1189
2022-23,,,,,,£250 - £299.99,1662
2022-23,,,,,,£300 - £399.99,..
2022-23,,,,,,£400 - £499.99,..
2022-23,,,,,,£500 or more,1752
2022-23,,,,,Yorkshire and The Humber (E12000003),Less than £50,2040
2022-23,,,,,,£50 - £99.99,1150
2022-23,,,,,,£100 - £149.99,..
2022-23,,,,,,£150 - £199.99,..
2022-23,,,,,,£200 - £249.99,1770
2022-23,,,,,,£250 - £299.99,879
2022-23,,,,,,£300 - £399.99,2023
2022-23,,,,,,£400 - £499.99,944
2022-23,,,,,,£500 or more,..
2022-23,,,,,East Midlands (E12000004),Less than £50,2116
2022-23,,,,,,£50 - £99.99,..
2022-23,,,,,,£100 - £149.99,..
2022-23,,,,,,£150 - £199.99,..
2022-23,,,,,,£200 - £249.99,..
2022-23,,,,,,£250 - £299.99,..
2022-23,,,,,,£300 - £399.99,..
2022-23,,,,,,£400 - £499.99,..
2022-23,,,,,,£500 or more,921
2022-23,,,,,West Midlands (E12000005),Less than £50,1508
2022-23,,,,,,£50 - £99.99,..
2022-23,,,,,,£100 - £149.99,..
2022-23,,,,,,£150 - £199.99,1694
2022-23,,,,,,£200 - £249.99,2988
2022-23,,,,,,£250 - £299.99,1090
2022-23,,,,,,£300 - £399.99,..
2022-23,,,,,,£400 - £499.99,..
2022-23,,,,,,£500 or more,..
2022-23,,,,,East (E12000006),Less than £50,..
2022-23,,,,,,£50 - £99.99,931
2022-23,,,,,,£100 - £149.99,..
2022-23,,,,,,£150 - £199.99,2081
2022-23,,,,,,£200 - £249.99,814
2022-23,,,,,,£250 - £299.99,..
2022-23,,,,,,£300 - £399.99,3231
2022-23,,,,,,£400 - £499.99,745
2022-23,,,,,,£500 or more,745
2022-23,,,,,London (E12000007),Less than £50,5655
2022-23,,,,,,£50 - £99.99,..
2022-23,,,,,,£100 - £149.99,..
2022-23,,,,,,£150 - £199.99,2904
2022-23,,,,,,£200 - £249.99,..
2022-23,,,,,,£250 - £299.99,..
2022-23,,,,,,£300 - £399.99,..
2022-23,,,,,,£400 - £499.99,1447
2022-23,,,,,,£500 or more,1625
2022-23,,,,,South East (E12000008),Less than £50,1824
2022-23,,,,,,£50 - £99.99,..
2022-23,,,,,,£100 - £149.99,787
2022-23,,,,,,£150 - £199.99,2355
2022-23,,,,,,£200 - £249.99,6637
2022-23,,,,,,£250 - £299.99,..
2022-23,,,,,,£300 - £399.99,1131
2022-23,,,,,,£400 - £499.99,974
2022-23,,,,,,£500 or more,1675
2022-23,,,,,South West (E12000009),Less than £50,904
2022-23,,,,,,£50 - £99.99,..
2022-23,,,,,,£100 - £149.99,809
2022-23,,,,,,£150 - £199.99,2394
2022-23,,,,,,£200 - £249.99,1425
2022-23,,,,,,£250 - £299.99,879
2022-23,,,,,,£300 - £399.99,2388
2022-23,,,,,,£400 - £499.99,691
2022-23,,,,,,£500 or more,691
2022-23,,,,,Wales (W92000004),Less than £50,1616
2022-23,,,,,,£50 - £99.99,..
2022-23,,,,,,£100 - £149.99,1554
2022-23,,,,,,£150 - £199.99,..
2022-23,,,,,,£200 - £249.99,..
2022-23,,,,,,£250 - £299.99,..
2022-23,,,,,,£300 - £399.99,975
2022-23,,,,,,£400 - £499.99,..
2022-23,,,,,,£500 or more,..
2022-23,,,,,Scotland (S92000003),Less than £50,..
2022-23,,,,,,£50 - £99.99,..
2022-23,,,,,,£100 - £149.99,..
2022-23,,,,,,£150 - £199.99,..
2022-23,,,,,,£200 - £249.99,1498
2022-23,,,,,,£250 - £299.99,879
2022-23,,,,,,£300 - £399.99,3079
2022-23,,,,,,£400 - £499.99,1498
2022-23,,,,,,£500 or more,..
2022-23,,,,,Northern Ireland (N92000002),Less than £50,323
2022-23,,,,,,£50 - £99.99,..
2022-23,,,,,,£100 - £149.99,275
2022-23,,,,,,£150 - £199.99,..
2022-23,,,,,,£200 - £249.99,275
2022-23,,,,,,£250 - £299.99,..
2022-23,,,,,,£300 - £399.99,275
2022-23,,,,,,£400 - £499.99,..
2022-23,,,,,,£500 or more,275
2022-23,,,Disabled child / adult / person,Employee,North East (E12000001),Less than £50,..
2022-23,,,,,,£50 - £99.99,..
2022-23,,,,,,£100 - £149.99,..
2022-23,,,,,,£150 - £199.99,..
2022-23,,,,,,£200 - £249.99,1313
2022-23,,,,,,£250 - £299.99,596
2022-23,,,,,,£300 - £399.99,602
2022-23,,,,,,£400 - £499.99,872
2022-23,,,,,,£500 or more,3101
2022-23,,,,,North West (E12000002),Less than £50,..
2022-23,,,,,,£50 - £99.99,..
2022-23,,,,,,£100 - £149.99,..
2022-23,,,,,,£150 - £199.99,..
2022-23,,,,,,£200 - £249.99,1742
2022-23,,,,,,£250 - £299.99,783
2022-23,,,,,,£300 - £399.99,866
2022-23,,,,,,£400 - £499.99,864
2022-23,,,,,,£500 or more,6032
2022-23,,,,,Yorkshire and The Humber (E12000003),Less than £50,..
2022-23,,,,,,£50 - £99.99,..
2022-23,,,,,,£100 - £149.99,..
2022-23,,,,,,£150 - £199.99,880
2022-23,,,,,,£200 - £249.99,..
2022-23,,,,,,£250 - £299.99,..
2022-23,,,,,,£300 - £399.99,..
2022-23,,,,,,£400 - £499.99,843
2022-23,,,,,,£500 or more,2300
2022-23,,,,,East Midlands (E12000004),Less than £50,..
2022-23,,,,,,£50 - £99.99,..
2022-23,,,,,,£100 - £149.99,..
2022-23,,,,,,£150 - £199.99,..
2022-23,,,,,,£200 - £249.99,..
2022-23,,,,,,£250 - £299.99,1079
2022-23,,,,,,£300 - £399.99,..
2022-23,,,,,,£400 - £499.99,4451
2022-23,,,,,,£500 or more,1721
2022-23,,,,,West Midlands (E12000005),Less than £50,..
2022-23,,,,,,£50 - £99.99,..
2022-23,,,,,,£100 - £149.99,..
2022-23,,,,,,£150 - £199.99,..
2022-23,,,,,,£200 - £249.99,..
2022-23,,,,,,£250 - £299.99,4804
2022-23,,,,,,£300 - £399.99,1573
2022-23,,,,,,£400 - £499.99,841
2022-23,,,,,,£500 or more,950
2022-23,,,,,East (E12000006),Less than £50,..
2022-23,,,,,,£50 - £99.99,..
2022-23,,,,,,£100 - £149.99,831
2022-23,,,,,,£150 - £199.99,..
2022-23,,,,,,£200 - £249.99,2160
2022-23,,,,,,£250 - £299.99,..
2022-23,,,,,,£300 - £399.99,814
2022-23,,,,,,£400 - £499.99,3569
2022-23,,,,,,£500 or more,3902
2022-23,,,,,London (E12000007),Less than £50,..
2022-23,,,,,,£50 - £99.99,..
2022-23,,,,,,£100 - £149.99,..
2022-23,,,,,,£150 - £199.99,938
2022-23,,,,,,£200 - £249.99,..
2022-23,,,,,,£250 - £299.99,..
2022-23,,,,,,£300 - £399.99,..
2022-23,,,,,,£400 - £499.99,1891
2022-23,,,,,,£500 or more,3878
2022-23,,,,,South East (E12000008),Less than £50,..
2022-23,,,,,,£50 - £99.99,..
2022-23,,,,,,£100 - £149.99,..
2022-23,,,,,,£150 - £199.99,960
2022-23,,,,,,£200 - £249.99,2408
2022-23,,,,,,£250 - £299.99,1652
2022-23,,,,,,£300 - £399.99,846
2022-23,,,,,,£400 - £499.99,1705
2022-23,,,,,,£500 or more,8367
2022-23,,,,,South West (E12000009),Less than £50,..
2022-23,,,,,,£50 - £99.99,..
2022-23,,,,,,£100 - £149.99,..
2022-23,,,,,,£150 - £199.99,..
2022-23,,,,,,£200 - £249.99,691
2022-23,,,,,,£250 - £299.99,1937
2022-23,,,,,,£300 - £399.99,963
2022-23,,,,,,£400 - £499.99,1822
2022-23,,,,,,£500 or more,793
2022-23,,,,,Wales (W92000004),Less than £50,..
2022-23,,,,,,£50 - £99.99,..
2022-23,,,,,,£100 - £149.99,..
2022-23,,,,,,£150 - £199.99,..
2022-23,,,,,,£200 - £249.99,..
2022-23,,,,,,£250 - £299.99,..
2022-23,,,,,,£300 - £399.99,1862
2022-23,,,,,,£400 - £499.99,698
2022-23,,,,,,£500 or more,..
2022-23,,,,,Scotland (S92000003),Less than £50,..
2022-23,,,,,,£50 - £99.99,..
2022-23,,,,,,£100 - £149.99,770
2022-23,,,,,,£150 - £199.99,..
2022-23,,,,,,£200 - £249.99,..
2022-23,,,,,,£250 - £299.99,786
2022-23,,,,,,£300 - £399.99,1496
2022-23,,,,,,£400 - £499.99,2262
2022-23,,,,,,£500 or more,1581
2022-23,,,,,Northern Ireland (N92000002),Less than £50,..
2022-23,,,,,,£50 - £99.99,..
2022-23,,,,,,£100 - £149.99,..
2022-23,,,,,,£150 - £199.99,..
2022-23,,,,,,£200 - £249.99,..
2022-23,,,,,,£250 - £299.99,..
2022-23,,,,,,£300 - £399.99,1432
2022-23,,,,,,£400 - £499.99,..
2022-23,,,,,,£500 or more,275
2022-23,,,,Self-employed (setyp),North East (E12000001),Less than £50,..
2022-23,,,,,,£50 - £99.99,..
2022-23,,,,,,£100 - £149.99,..
2022-23,,,,,,£150 - £199.99,..
2022-23,,,,,,£200 - £249.99,..
2022-23,,,,,,£250 - £299.99,..
2022-23,,,,,,£300 - £399.99,..
2022-23,,,,,,£400 - £499.99,735
2022-23,,,,,,£500 or more,..
2022-23,,,,,North West (E12000002),Less than £50,..
2022-23,,,,,,£50 - £99.99,..
2022-23,,,,,,£100 - £149.99,..
2022-23,,,,,,£150 - £199.99,..
2022-23,,,,,,£200 - £249.99,..
2022-23,,,,,,£250 - £299.99,733
2022-23,,,,,,£300 - £399.99,..
2022-23,,,,,,£400 - £499.99,..
2022-23,,,,,,£500 or more,679
2022-23,,,,,Yorkshire and The Humber (E12000003),Less than £50,944
2022-23,,,,,,£50 - £99.99,..
2022-23,,,,,,£100 - £149.99,..
2022-23,,,,,,£150 - £199.99,708
2022-23,,,,,,£200 - £249.99,..
2022-23,,,,,,£250 - £299.99,..
2022-23,,,,,,£300 - £399.99,..
2022-23,,,,,,£400 - £499.99,..
2022-23,,,,,,£500 or more,991
2022-23,,,,,East Midlands (E12000004),Less than £50,..
2022-23,,,,,,£50 - £99.99,..
2022-23,,,,,,£100 - £149.99,..
2022-23,,,,,,£150 - £199.99,..
2022-23,,,,,,£200 - £249.99,2078
2022-23,,,,,,£250 - £299.99,..
2022-23,,,,,,£300 - £399.99,1150
2022-23,,,,,,£400 - £499.99,919
2022-23,,,,,,£500 or more,..
2022-23,,,,,West Midlands (E12000005),Less than £50,..
2022-23,,,,,,£50 - £99.99,..
2022-23,,,,,,£100 - £149.99,..
2022-23,,,,,,£150 - £199.99,..
2022-23,,,,,,£200 - £249.99,..
2022-23,,,,,,£250 - £299.99,..
2022-23,,,,,,£300 - £399.99,..
2022-23,,,,,,£400 - £499.99,929
2022-23,,,,,,£500 or more,2904
2022-23,,,,,East (E12000006),Less than £50,..
2022-23,,,,,,£50 - £99.99,..
2022-23,,,,,,£100 - £149.99,..
2022-23,,,,,,£150 - £199.99,..
2022-23,,,,,,£200 - £249.99,1586
2022-23,,,,,,£250 - £299.99,..
2022-23,,,,,,£300 - £399.99,814
2022-23,,,,,,£400 - £499.99,2469
2022-23,,,,,,£500 or more,..
2022-23,,,,,London (E12000007),Less than £50,4176
2022-23,,,,,,£50 - £99.99,..
2022-23,,,,,,£100 - £149.99,..
2022-23,,,,,,£150 - £199.99,..
2022-23,,,,,,£200 - £249.99,..
2022-23,,,,,,£250 - £299.99,1970
2022-23,,,,,,£300 - £399.99,..
2022-23,,,,,,£400 - £499.99,..
